OrdreID,"Booking ID",Annonse,Dato,Mva,"Pris ink. Mva",Hensikt,"Målgruppe rabatt",Opprettet,"Sist endret",Refund,"Booking status","Betalings metode","Booking kommentar","Booking notater","Profile type","Org nummer","Kunde: Navn","Kunde: E-post","Kunde: Tlf","Kunde: Adresse","Kunde: Postnr","Kunde: By","Faktura: Navn","Faktura: E-post","Faktura: Tlf","Faktura: Adresse","Faktura: Postnr","Faktura: Navn","Annen informasjon"
38895,30096,Lindesneshallen,"26 Aug 2024 14:30 - 26 Aug 2024 15:30",,Gratis,,,"2024-08-29 14:18:12","2024-08-29 14:18:12",,paid,,,,personal,,"Geir Stian Ulstein",gs.ulstein@gmail.com,"+47 99520763",,,," ",,99520763," ",,,
38891,30093,"Skytebane (Mandalshallen)","27 Aug 2024 18:00 - 27 Aug 2024 21:00",,Gratis,,,"2024-08-29 14:13:55","2024-08-29 14:13:55",,paid,,,,company,,"Ådne Jenssen",mandal@skytterlag.no,"+47 95739218",,,,"Mandal Skytterlag ",,95739218," ",,,
38122,29173,Vassmyrahallen,"31 Aug 2024 14:30 - 31 Aug 2024 17:30",,495,,,"2024-08-24 10:37:04","2024-08-27 13:25:41",,paid,"Visa/Mastercard/Vipps (Vipps)",,,Personal,,"Kine Tronstad Aanensen",tronstad@hotmail.com,"+47 98651206",,,,"Kine Tronstad  Aanensen ",tronstad@hotmail.com,98651206,"Fridtjof nansensvei 25 ",4514,Mandal,
37775,29004,"Standplass ved torvet","31 Aug 2024 11:30 - 31 Aug 2024 14:30",,Gratis,,,"2024-08-22 15:09:45","2024-08-22 15:10:02",,paid,,,"Kommunen, NAV, Frelsesarmeen Rusomsorg og A-larm ønsker å leie en plass på torvet fra kl. 11.30-14.30 lørdag 31.aug. Vi skal ha et lite telt og bord og stoler. 
Vi skal markere verdensdagen for overdose som er den 31.aug. Vi trenger tilgang til strøm siden vi skal steke vafler.
",company,,"Anette Strandmyr Fidje",Anette.Strandmyr.Fidje@lindesnes.kommune.no,"+47 38257000",,,,"Lindesnes kommune ",,38257000," ",,,
37842,28827,"Mandalshallen (gamle)","24 Aug 2024 10:00 - 24 Aug 2024 12:00",,1000,,,"2024-08-21 11:20:20","2024-08-23 14:44:53",,paid,Visa/Mastercard/Vipps,"Må jeg hente nøkkel? Kan man låne utstyr?",,Personal,,"Karolina Raj",karola.raj@hotmail.com,"+47 41763036",,,,"Karolina Raj",karola.raj@hotmail.com,41763036,"Brattvollsheia 30 ",4658,"Tveit ",
37541,28810,"Møterom - Miljørommet (Sparebank Sør-hallen)","26 Aug 2024 18:00 - 26 Aug 2024 19:00",,Gratis,,,"2024-08-21 06:01:03","2024-08-21 09:09:32",,paid,,Brukermøte,,personal,,"Øyvind Møll",Oyvind.Moll@lindesnes.kommune.no,46515336,,,," ",,46515336,"Ikke valgt ",1111,"Ikke valgt",
37542,28758,Holumhallen,"24 Aug 2024 20:00 - 24 Aug 2024 22:00",,1000,,,"2024-08-20 16:07:32","2024-08-30 12:42:00",,paid,,"Hei:)
Ønsker å leie hallen i regi av krik.
Kunne gjerne også leid den i samme tidsrom disse datoene:
06.09
21.09
04.10
19.10
01.11
16.11
29.11

Så skulle vi gjerne leid den hele ettermiddag/kveld den 13.12 for å holde en juleturneing i futsal.

Gjerne ring meg på \"483 82 395\"

Mvh Benjamin Håkonsen Leder av Krik Mandal","2801.41.58857
896392492

Kontonummer og organisasjonsnummer
Mvh Benjamin Håkonsen",Personal,,"Benjamin Håkonsen",benjamin.hakonsen@gmail.com,"+47 48382395",,,,"Benjamin  Håkonsen",benjamin.hakonsen@gmail.com,48382395,"Solbakken 22 ",4517,mandal,
37404,28626,"Møterom - Miljørommet (Sparebank Sør-hallen)","26 Aug 2024 19:00 - 26 Aug 2024 20:00",,Gratis,,,"2024-08-19 16:53:35","2024-08-19 16:58:31",,paid,,"Trenermøte Giv-Akt barneidrett",,personal,,"Kari Kvinen Kaldheim",karikvinen@hotmail.com,97693933,,,," ",,97693933,"Konrad holtes vei 7 ",4520,Lindesnrs,
37395,28617,"Torvplass A","24 Aug 2024 11:00 - 24 Aug 2024 13:00",,Gratis,,,"2024-08-19 15:45:23","2024-08-19 15:45:31",,paid,,,Frelsesarmeen,company,,"Wim Bijl",wim.bijl@frelsesarmeen.no,"+47 97 383 100",,,,"Frelsesarmeen Mandal ",,"97 383 100"," ",,,
37346,28504,"Mandalshallen (nye) flerbrukshall","16 Aug 2024 16:30 - 16 Aug 2024 18:00",,Gratis,,,"2024-08-19 12:16:59","2024-08-27 20:35:31",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37346,28504,"Mandalshallen (nye) flerbrukshall","23 Aug 2024 16:30 - 23 Aug 2024 18:00",,Gratis,,,"2024-08-19 12:16:59","2024-08-27 20:35:31",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37346,28504,"Mandalshallen (nye) flerbrukshall","30 Aug 2024 16:30 - 30 Aug 2024 18:00",,Gratis,,,"2024-08-19 12:16:59","2024-08-27 20:35:31",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37345,28503,"Mandalshallen (nye) flerbrukshall","22 Aug 2024 16:30 - 22 Aug 2024 18:00",,Gratis,,,"2024-08-19 12:14:14","2024-08-27 20:28:09",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37345,28503,"Mandalshallen (nye) flerbrukshall","29 Aug 2024 16:30 - 29 Aug 2024 18:00",,Gratis,,,"2024-08-19 12:14:14","2024-08-27 20:28:09",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37337,28496,"Mandalshallen (gamle)","22 Aug 2024 17:30 - 22 Aug 2024 19:00",,Gratis,,,"2024-08-19 11:31:32","2024-08-27 15:40:36",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37337,28496,"Mandalshallen (gamle)","29 Aug 2024 17:30 - 29 Aug 2024 19:00",,Gratis,,,"2024-08-19 11:31:32","2024-08-27 15:40:36",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37334,28493,Imehallen,"21 Aug 2024 17:00 - 21 Aug 2024 18:00",,Gratis,,,"2024-08-19 11:26:40","2024-08-27 21:14:02",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37334,28493,Imehallen,"28 Aug 2024 17:00 - 28 Aug 2024 18:00",,Gratis,,,"2024-08-19 11:26:40","2024-08-27 21:14:02",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37333,28492,Imehallen,"21 Aug 2024 16:00 - 21 Aug 2024 17:00",,Gratis,,,"2024-08-19 11:25:55","2024-08-27 21:13:32",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37333,28492,Imehallen,"28 Aug 2024 16:00 - 28 Aug 2024 17:00",,Gratis,,,"2024-08-19 11:25:55","2024-08-27 21:13:32",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37332,28491,"Mandalshallen (nye) flerbrukshall","21 Aug 2024 19:00 - 21 Aug 2024 20:00",,Gratis,,,"2024-08-19 11:23:53","2024-08-27 20:24:15",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37332,28491,"Mandalshallen (nye) flerbrukshall","28 Aug 2024 19:00 - 28 Aug 2024 20:00",,Gratis,,,"2024-08-19 11:23:53","2024-08-27 20:24:15",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37331,28490,"Mandalshallen (nye) flerbrukshall","21 Aug 2024 17:30 - 21 Aug 2024 19:00",,Gratis,,,"2024-08-19 11:22:31","2024-08-27 20:23:57",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37331,28490,"Mandalshallen (nye) flerbrukshall","28 Aug 2024 17:30 - 28 Aug 2024 19:00",,Gratis,,,"2024-08-19 11:22:31","2024-08-27 20:23:57",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37326,28484,"Mandalshallen (gamle)","21 Aug 2024 18:00 - 21 Aug 2024 19:30",,Gratis,,,"2024-08-19 11:06:13","2024-08-27 15:40:53",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37326,28484,"Mandalshallen (gamle)","28 Aug 2024 18:00 - 28 Aug 2024 19:30",,Gratis,,,"2024-08-19 11:06:13","2024-08-27 15:40:53",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37325,28483,"Mandalshallen (nye) flerbrukshall","20 Aug 2024 16:00 - 20 Aug 2024 17:00",,Gratis,,,"2024-08-19 11:00:19","2024-08-27 20:19:36",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37325,28483,"Mandalshallen (nye) flerbrukshall","27 Aug 2024 16:00 - 27 Aug 2024 17:00",,Gratis,,,"2024-08-19 11:00:19","2024-08-27 20:19:36",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37324,28482,"Mandalshallen (gamle)","20 Aug 2024 18:00 - 20 Aug 2024 20:00",,Gratis,,,"2024-08-19 10:58:10","2024-08-27 15:41:08",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37324,28482,"Mandalshallen (gamle)","27 Aug 2024 18:00 - 27 Aug 2024 20:00",,Gratis,,,"2024-08-19 10:58:10","2024-08-27 15:41:08",,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
37001,27844,Vassmyrahallen,"30 Aug 2024 18:00 - 30 Aug 2024 21:00",,495,,,"2024-08-15 18:46:31","2024-08-27 13:26:30",,paid,"Visa/Mastercard/Vipps (Vipps)",,,Personal,,"Kine Tronstad Aanensen",tronstad@hotmail.com,"+47 98651206",,,,"Kine Tronstad  Aanensen ",tronstad@hotmail.com,98651206,"Fridtjof nansensvei 25 ",4514,Mandal,
36941,27781,Vassmyrahallen,"16 Aug 2024 19:00 - 16 Aug 2024 22:00",,495,,,"2024-08-15 14:59:40","2024-08-15 15:02:29",,paid,"Visa/Mastercard/Vipps (Vipps)","Test - barnebursdag",,personal,,"Øyvind Møll",Oyvind.Moll@lindesnes.kommune.no,46515336,,,," ",,46515336,"Ikke valgt ",1111,"Ikke valgt",
35465,25858,Vassmyrahallen,"06 Aug 2024 12:00 - 06 Aug 2024 15:00",,500,,,"2024-08-03 11:17:49","2024-08-30 09:47:32",,paid,Visa/Mastercard/Vipps,,,Personal,,"Anette Olsen",owatols@gmail.com,"+47 92029815",,,,"Anette Olsen",owatols@gmail.com,92029815,"Ikke valgt ",1111,"Ikke valgt",
35320,25622,Holumhallen,"12 Aug 2024 10:00 - 12 Aug 2024 12:30",,Gratis,,,"2024-07-30 12:57:34","2024-08-21 09:26:47",,paid,,,"Sammenkoplet med annen booking 09.08.24",company,993513415,"Chris Kamp",chriskamp45@gmail.com,"+47 92132003",,,,"AK 28 ",chriskamp45@gmail.com,92132003," ",,,
35303,25621,Holumhallen,"11 Aug 2024 16:00 - 11 Aug 2024 18:00",,Gratis,,,"2024-07-30 12:56:26","2024-08-21 09:26:24",,paid,,,"Sammenkoplet med annen booking 09.08.24",company,993513415,"Chris Kamp",chriskamp45@gmail.com,"+47 92132003",,,,"AK 28 ",chriskamp45@gmail.com,92132003," ",,,
35300,25620,Holumhallen,"11 Aug 2024 09:00 - 11 Aug 2024 11:00",,Gratis,,,"2024-07-30 12:55:40","2024-08-21 09:25:24",,paid,,,"Sammenkoplet med annen booking 09.08.24",company,993513415,"Chris Kamp",chriskamp45@gmail.com,"+47 92132003",,,,"AK 28 ",chriskamp45@gmail.com,92132003," ",,,
35302,25619,Holumhallen,"10 Aug 2024 16:00 - 10 Aug 2024 18:00",,Gratis,,,"2024-07-30 12:54:13","2024-08-21 09:25:57",,paid,,,"Sammenkoplet med annen booking 09.08.24",company,993513415,"Chris Kamp",chriskamp45@gmail.com,"+47 92132003",,,,"AK 28 ",chriskamp45@gmail.com,92132003," ",,,
35301,25618,Holumhallen,"09 Aug 2024 16:00 - 09 Aug 2024 17:30",,Gratis,,,"2024-07-30 12:53:09","2024-08-21 09:25:43",,paid,,,"Sammenkoplet med annen booking 09.08.24",company,993513415,"Chris Kamp",chriskamp45@gmail.com,"+47 92132003",,,,"AK 28 ",chriskamp45@gmail.com,92132003," ",,,
35299,25616,Holumhallen,"09 Aug 2024 10:00 - 09 Aug 2024 11:30",,6850,,,"2024-07-30 12:51:56","2024-08-22 14:49:33",,paid,Visa/Mastercard/Vipps,,,company,993513415,"Chris Kamp",chriskamp45@gmail.com,"+47 92132003",,,,"AK 28 ",chriskamp45@gmail.com,92132003," ",,,
31977,23098,"Marnarhallen bane 2","22 Aug 2024 20:30 - 22 Aug 2024 22:00",,Gratis,,,"2024-06-25 14:26:33","2024-08-27 21:21:28",,paid,,,,company,875508032,"Marnardal IL",styreleder@marnardalil.no,92094754,,,," ",,," ",,,
31977,23098,"Marnarhallen bane 2","29 Aug 2024 20:30 - 29 Aug 2024 22:00",,Gratis,,,"2024-06-25 14:26:33","2024-08-27 21:21:28",,paid,,,,company,875508032,"Marnardal IL",styreleder@marnardalil.no,92094754,,,," ",,," ",,,
