OrdreID,"Booking ID",Annonse,Dato,Mva,"Pris ink. Mva",Hensikt,"Målgruppe rabatt",Opprettet,"Sist endret",Refund,"Booking status","Betalings metode","Booking kommentar","Booking notater","Profile type","Org nummer","Kunde: Navn","Kunde: E-post","Kunde: Tlf","Kunde: Adresse","Kunde: Postnr","Kunde: By","Faktura: Navn","Faktura: E-post","Faktura: Tlf","Faktura: Adresse","Faktura: Postnr","Faktura: Navn","Annen informasjon"
,33919,"Sarpsborg badstua - dropin/sosialt","11 Dec 2027 00:00 - 11 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","13 Dec 2027 00:00 - 13 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","15 Dec 2027 00:00 - 15 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","17 Dec 2027 00:00 - 17 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","18 Dec 2027 00:00 - 18 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","20 Dec 2027 00:00 - 20 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","22 Dec 2027 00:00 - 22 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","24 Dec 2027 00:00 - 24 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","25 Dec 2027 00:00 - 25 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","27 Dec 2027 00:00 - 27 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","29 Dec 2027 00:00 - 29 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","31 Dec 2027 00:00 - 31 Dec 2027 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","01 Jan 2028 00:00 - 01 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","03 Jan 2028 00:00 - 03 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","05 Jan 2028 00:00 - 05 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","07 Jan 2028 00:00 - 07 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","08 Jan 2028 00:00 - 08 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","10 Jan 2028 00:00 - 10 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","12 Jan 2028 00:00 - 12 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","14 Jan 2028 00:00 - 14 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","15 Jan 2028 00:00 - 15 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","17 Jan 2028 00:00 - 17 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","19 Jan 2028 00:00 - 19 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","21 Jan 2028 00:00 - 21 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","22 Jan 2028 00:00 - 22 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","24 Jan 2028 00:00 - 24 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","26 Jan 2028 00:00 - 26 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","28 Jan 2028 00:00 - 28 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
,33919,"Sarpsborg badstua - dropin/sosialt","29 Jan 2028 00:00 - 29 Jan 2028 23:59",,Gratis,,,"2024-10-08 21:12:10","2024-10-08 21:52:26",,paid,,,,personal,,Stengt,stengt@stengt.no,,,,,"stengt stengt",stengt@gibbs.no,," ",,,
