OrdreID,"Booking ID",Annonse,Dato,Mva,"Pris ink. Mva",Hensikt,"Målgruppe rabatt",Opprettet,"Sist endret",Refund,"Booking status","Betalings metode","Booking kommentar","Booking notater","Profile type","Org nummer","Kunde: Navn","Kunde: E-post","Kunde: Tlf","Kunde: Adresse","Kunde: Postnr","Kunde: By","Faktura: Navn","Faktura: E-post","Faktura: Tlf","Faktura: Adresse","Faktura: Postnr","Faktura: Navn","Annen informasjon"
,22819,"Mandalshallen (gamle)","30 Apr 2025 19:30 - 30 Apr 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","07 May 2025 19:30 - 07 May 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","14 May 2025 19:30 - 14 May 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","21 May 2025 19:30 - 21 May 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","28 May 2025 19:30 - 28 May 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","04 Jun 2025 19:30 - 04 Jun 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","11 Jun 2025 19:30 - 11 Jun 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","18 Jun 2025 19:30 - 18 Jun 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22819,"Mandalshallen (gamle)","25 Jun 2025 19:30 - 25 Jun 2025 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
,22818,"Mandalshallen (gamle)","05 Aug 2024 19:30 - 05 Aug 2024 21:00",,Gratis,,,"2024-06-21 09:31:28",,,paid,,,,company,996778681,"Søgne og Mandal Basketballklubb",gustav@sorcup.no,97979404,,,," ",,," ",,,
