OrdreID,"Booking ID",Annonse,Dato,Mva,"Pris ink. Mva",Hensikt,"Målgruppe rabatt",Opprettet,"Sist endret",Refund,"Booking status","Betalings metode","Booking kommentar","Booking notater","Profile type","Org nummer","Kunde: Navn","Kunde: E-post","Kunde: Tlf","Kunde: Adresse","Kunde: Postnr","Kunde: By","Faktura: Navn","Faktura: E-post","Faktura: Tlf","Faktura: Adresse","Faktura: Postnr","Faktura: Navn","Annen informasjon"
,22755,"Frøyslandshallen bane 2","19 Aug 2024 16:30 - 19 Aug 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","26 Aug 2024 16:30 - 26 Aug 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","02 Sep 2024 16:30 - 02 Sep 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","09 Sep 2024 16:30 - 09 Sep 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","16 Sep 2024 16:30 - 16 Sep 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","23 Sep 2024 16:30 - 23 Sep 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","30 Sep 2024 16:30 - 30 Sep 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","07 Oct 2024 16:30 - 07 Oct 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","14 Oct 2024 16:30 - 14 Oct 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","21 Oct 2024 16:30 - 21 Oct 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","28 Oct 2024 16:30 - 28 Oct 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
,22755,"Frøyslandshallen bane 2","04 Nov 2024 16:30 - 04 Nov 2024 17:30",,Gratis,,,"2024-06-21 09:31:27",,,paid,,,,company,979317298,"MHI Håndball",leder@mhihandball.no,46951020,,,," ",,," ",,,
