OrdreID,"Booking ID",Annonse,Dato,Mva,"Pris ink. Mva",Hensikt,"Målgruppe rabatt",Opprettet,"Sist endret","Booking status","Betalings metode","Booking kommentar","Booking notater","Profile type","Org nummer","Kunde: Navn","Kunde: E-post","Kunde: Tlf","Kunde: Adresse","Kunde: Postnr","Kunde: By","Faktura: Navn","Faktura: E-post","Faktura: Tlf","Faktura: Adresse","Faktura: Postnr","Faktura: Navn","Annen informasjon"
0,2945,Nordehaugen,"19 Dec 2022 21:00 - 19 Dec 2022 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"21 Dec 2022 21:00 - 21 Dec 2022 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"22 Dec 2022 21:00 - 22 Dec 2022 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"26 Dec 2022 21:00 - 26 Dec 2022 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"28 Dec 2022 21:00 - 28 Dec 2022 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"29 Dec 2022 21:00 - 29 Dec 2022 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"02 Jan 2023 21:00 - 02 Jan 2023 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"04 Jan 2023 21:00 - 04 Jan 2023 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
0,2945,Nordehaugen,"05 Jan 2023 21:00 - 05 Jan 2023 22:00",,128.21,Kamp,,"2022-10-07 21:44:20","2023-08-15 15:17:00",paid,,,,personal,,Petter,leietaker_demo@gibbs.no,98106970,,,,"Leietager Demo",abdi@gibbs.no,98106970,"Ikke valgt ",0000,"Ikke valgt",
,2942,"Døgnbasert utleie - demo","14 Oct 2022 12:00 - 15 Oct 2022 12:00",,Gratis,,,"2022-10-07 21:22:56",,paid,,,,personal,,"Demo Utleier",demoutleier@gibbs.no,"47 98106070",,,,"Demo Utleier",demo_utleier@gibbs.no,98106070,"Ikke valgt ",0000,"Ikke valgt",
